name,crop,crop_id,year,water_year_type,water_year_type_lag,gw_depth,omegaland,omegaland_std,omegawater,omegawater_std,omegasw,omegagw,p,p_std,y,y_std,xland,xland_std,ybar,ybar_std,xwater,xwater_std,water,water_std,eta,eta_std,yw,ybar_w_std,surface_water,groundwater,
KER01,CUCUR,5,2013,2,2,279.618,623.632,62.3632,142.815970173265,7.14079850866325,113,153.08,386.77527,19.3387635,29.14,1.457,628.7594605,12.57518921,18322.05067897,916.1025339485,2.422690724,0.1211345362,1523.28971258059,76.1644856290295,0.62,0.124,0.3,0.015,156850.2493,455634.1353,0.375
KER01,DRYBN,6,2013,2,2,279.618,459.08,45.908,142.81593825102,7.140796912551,113,153.08,1018.3221,50.916105,1.71,0.0855,618.7022126,12.374044252,1057.980783546,52.8990391773,1.940278459,0.09701392295,1200.45457564342,60.022728782171,0.8,0.16,0.3,0.015,156851.2493,455635.1353,0.375
KER01,FRTOM,7,2013,2,2,279.618,377.296,37.7296,142.815906328983,7.14079531644915,113,153.08,736.13511,36.8067555,15.05,0.7525,8,0.16,120.4,6.02,1.912777899,0.09563889495,15.302223192,0.7651111596,0.7,0.14,0.3,0.015,156852.2493,455636.1353,0.375
KER01,GRAIN,8,2013,2,2,279.618,200,20,142.815874407156,7.1407937203578,113,153.08,407.0699109,20.353495545,2.355,0.11775,20863.96355,417.279271,49134.63416025,2456.7317080125,1.909580052,0.0954790026,39841.4086007351,1992.07043003676,0.42,0.084,0.15,0.0075,156853.2493,455637.1353,0.375
KER01,ONGAR,9,2013,2,2,279.618,643.018,64.3018,142.815842485536,7.1407921242768,113,153.08,230.66577,11.5332885,20.23,1.0115,1019.078029,20.38156058,20615.94852667,412.3189705334,3.908858268,0.7817716536,3983.43157939379,199.17157896969,0.5,,0.2,0.01,156854.2493,455638.1353,0.375
KER01,OTHDEC,10,2013,2,2,279.618,698.7795,69.87795,142.815810564125,7.14079052820625,113,153.08,1139.04,56.952,7.03,0.3515,1622.456605,32.4491321,11405.86993315,228.117398663,4.463024934,0.8926049868,7241.06428244799,362.0532141224,0.73,,0.4,0.02,156855.2493,455639.1353,0.375
KER01,OTHFLD,11,2013,2,2,279.618,159,7.95,142.815778642923,7.14078893214615,113,153.08,57.72248686,1.1544497372,17.11,0.8555,2983.772504,59.67545008,51052.34754344,1021.0469508688,3.247637795,0.16238188975,9690.21235567219,484.51061778361,0.7,,0.3,0.015,156856.2493,455640.1353,0.375
KER01,OTHTRK,12,2013,2,2,279.618,289.8,28.98,142.815746721929,7.14078733609645,113,153.08,671.08779,33.5543895,16.77,0.8385,3179.154344,63.58308688,53314.41834888,2665.720917444,2.658169291,0.13290846455,8450.73044857005,422.536522428503,0.4,,0.2,0.01,156857.2493,455641.1353,0.375
KER01,PASTR,13,2013,2,2,279.618,10,1,142.815714801143,7.14078574005715,113,153.08,753.977712656,37.6988856328,1.5,0.075,591.036576,11.82073152,886.554864,17.73109728,6.241666667,0.31208333335,3689.05329539701,184.452664769851,1.5,0.3,0.55,0.0275,156858.2493,455642.1353,0.375
KER01,PRTOM,14,2013,2,2,279.618,561.5253333,56.15253333,142.815682880566,7.1407841440283,113,153.08,74.43423,3.7217115,46.5,2.325,1015.850941,20.31701882,47237.0687565,2361.853437825,2.502066929,0.12510334645,2541.72704426963,127.086352213482,0.7,0.14,0.33,0.0165,156859.2493,455643.1353,0.375
KER01,SAFLR,15,2013,2,2,279.618,100,10,142.815650960197,7.14078254800985,113,153.08,545.271709,27.26358545,1.26,0.063,0,0,0,0,0,0,0,0,1.1,0.22,0.3,0.015,156860.2493,455644.1353,0.375
KER01,SUBTRP,17,2013,2,2,279.618,1131.6,113.16,142.815587120085,7.14077935600425,113,153.08,744.3297333,37.216486665,11.18,0.559,749.1560456,7.491560456,8375.564589808,418.7782294904,3.952821522,0.3952821522,2961.28014038409,148.064007019205,0.8,0.16,0.4,0.02,156862.2493,455646.1353,0.375
KER01,VINE,18,2013,2,2,279.618,957.453,47.87265,142.815555200342,7.1407777600171,113,153.08,1841.787,92.08935,13.62,0.681,5820.28229,116.4056458,79272.2447898,1585.444895796,3.891699475,0.778339895,22650.7895323448,1132.53947661724,0.75,0.15,0.39,0.0195,156863.2493,455647.1353,0.375
KER01,ALFAL,1,2014,2,2,292.877,100,10,156.105553335056,7.8052776667528,113,159.39,247.50726,12.375363,8.46,0.423,21625.03392,432.5006784,182947.7869632,3658.955739264,5.886450131,0.29432250655,127294.683751263,6364.73418756315,0.3,0.06,0.25,0.0125,45266.08354,594078.631,0.384615384615385
KER01,ALPIS,2,2014,2,2,292.877,1398.532667,139.8532667,156.105491051,7.80527455255,113,159.39,6078.20213,303.9101065,0.895,0.04475,70213.36457,1404.2672914,62840.96129015,3142.0480645075,5.04488189,0.2522440945,354218.131355161,17710.9065677581,0.6,0.12,0.55,0.0275,45267.08354,594079.631,0.384615384615385
KER01,CORN,3,2014,2,2,292.877,284.8986667,28.48986667,156.105428767333,7.80527143836665,113,159.39,64.37431,3.2187155,25.41,1.2705,9351.018094,187.02036188,237609.36976854,11880.468488427,2.549278215,0.12746391075,23838.346715105,1191.91733575525,0.62,0.124,0.25,0.0125,45268.08354,594080.631,0.384615384615385
KER01,COTTN,4,2014,2,2,292.877,565.88,56.588,156.105366484056,7.8052683242028,113,159.39,5361.111581,268.05557905,0.88,0.044,5485.323433,109.70646866,4827.08462104,96.5416924208,3.866961942,0.1933480971,21211.5369549718,1060.57684774859,1.55,0.31,0.7,0.035,45269.08354,594081.631,0.384615384615385
KER01,CUCUR,5,2014,2,2,292.877,623.632,62.3632,156.105304201169,7.80526521005845,113,159.39,292.25196,14.612598,28.53,1.4265,294.2474703,5.884949406,8394.880327659,419.74401638295,2.492091939,0.12460459695,733.291748805772,36.6645874402886,0.62,0.124,0.3,0.015,45270.08354,594082.631,0.384615384615385
KER01,DRYBN,6,2014,2,2,292.877,459.08,45.908,156.105241918672,7.8052620959336,113,159.39,1198.53734,59.926867,1.83,0.0915,485.8061951,9.716123902,889.025337033,44.45126685165,1.974078099,0.09870390495,959.019370105431,47.9509685052716,0.8,0.16,0.3,0.015,45271.08354,594083.631,0.384615384615385
KER01,FRTOM,7,2014,2,2,292.877,255.258,25.5258,156.105179636564,7.8052589818282,113,159.39,545.271709,27.26358545,1.26,0.063,0,0,0,0,0,0,0,0,0.7,0.14,0.3,0.015,45272.08354,594084.631,0.384615384615385
KER01,GRAIN,8,2014,2,2,292.877,200,20,156.105117354846,7.8052558677423,113,159.39,360.7541875,18.037709375,2.56,0.128,24418.92896,488.3785792,62512.4581376,3125.62290688,1.686318898,0.0843159449,41178.1013741675,2058.90506870838,0.42,0.084,0.15,0.0075,45273.08354,594085.631,0.384615384615385
KER01,ONGAR,9,2014,2,2,292.877,643.018,64.3018,156.105055073517,7.80525275367585,113,159.39,256.00575,12.8002875,21.35,1.0675,1005.043353,20.10086706,21457.67558655,429.153511731,3.909055118,0.7818110236,3928.76986285653,196.438493142827,0.5,,0.2,0.01,45274.08354,594086.631,0.384615384615385
KER01,OTHDEC,10,2014,2,2,292.877,698.7795,69.87795,156.104992792578,7.8052496396289,113,159.39,987.987,49.39935,7.03,0.3515,896.1802184,17.923604368,6300.146935352,126.00293870704,4.655675853,0.9311351706,4172.32460274115,208.616230137057,0.73,,0.4,0.02,45275.08354,594087.631,0.384615384615385
KER01,OTHFLD,11,2014,2,2,292.877,159,7.95,156.104930512029,7.80524652560145,113,159.39,49.88984,0.9977968,19.2,0.96,5227.451312,104.54902624,100367.0651904,2007.341303808,3.278904199,0.16394520995,17140.3120569849,857.015602849245,0.7,,0.3,0.015,45276.08354,594088.631,0.384615384615385
KER01,OTHTRK,12,2014,2,2,292.877,289.8,28.98,156.104868231869,7.80524341159345,113,159.39,606.8062,30.34031,15.23666667,0.7618333335,2966.422295,59.3284459,45198.3877113714,2259.91938556857,3.011023622,0.1505511811,8931.96760307245,446.598380153622,0.4,,0.2,0.01,45277.08354,594089.631,0.384615384615385
KER01,PASTR,13,2014,2,2,292.877,10,1,156.104805952099,7.80524029760495,113,159.39,677.927131168,33.8963565584,1.5,0.075,953.3191651,19.066383302,1429.97874765,28.599574953,6.354855643,0.31774278215,6058.20567591578,302.910283795789,1.5,0.3,0.55,0.0275,45278.08354,594090.631,0.384615384615385
KER01,PRTOM,14,2014,2,2,292.877,561.5253333,56.15253333,156.104743672719,7.80523718363595,113,159.39,89.59951,4.4799755,52.86,2.643,1193.529305,23.8705861,63089.9590623,3154.497953115,2.542322835,0.12711614175,3034.33680634318,151.716840317159,0.7,0.14,0.33,0.0165,45279.08354,594091.631,0.384615384615385
KER01,SAFLR,15,2014,2,2,292.877,100,10,156.104681393728,7.8052340696864,113,159.39,623.9179035,31.195895175,1,0.05,20.29530847,0.4059061694,20.29530847,0.4059061694,2.323798201,0.11618991005,47.1622013113261,2.35811006556631,1.1,0.22,0.3,0.015,45280.08354,594092.631,0.384615384615385
KER01,SUBTRP,17,2014,2,2,292.877,1131.6,113.16,156.104556836916,7.8052278418458,113,159.39,943.11217,47.1556085,10.25,0.5125,515.4897913,5.154897913,5283.770360825,264.18851804125,4.092946194,0.4092946194,2109.87197934719,105.49359896736,0.8,0.16,0.4,0.02,45282.08354,594094.631,0.384615384615385
KER01,VINE,18,2014,2,2,292.877,957.453,47.87265,156.104494559094,7.8052247279547,113,159.39,1902.901,95.14505,12.84,0.642,5789.073012,115.78146024,74331.69747408,1486.6339494816,4.230150919,0.8460301838,24488.6525218699,1224.4326260935,0.75,0.15,0.39,0.0195,45283.08354,594095.631,0.384615384615385
KER01,ALFAL,1,2015,2,2,300.697,100,10,159.496281815085,7.97481409075425,113,163.11,238.1566285,11.907831425,7.16,0.358,19918.56385,398.371277,142616.917166,2852.33834332,5.637139108,0.2818569554,112283.71525403,5614.1857627015,0.3,0.06,0.25,0.0125,44723.22347,575436.0179,0.384615384615385
KER01,ALPIS,2,2015,2,2,300.697,1398.532667,139.8532667,159.496212667643,7.97481063338215,113,163.11,6809.245,340.46225,0.65,0.0325,75073.38496,1501.4676992,48797.700224,2439.8850112,4.817125984,0.2408562992,361637.953397651,18081.8976698826,0.6,0.12,0.55,0.0275,44723.22347,575436.0179,0.384615384615385
KER01,CORN,3,2015,2,2,300.697,284.8986667,28.48986667,159.496143520647,7.97480717603235,113,163.11,54.31,2.7155,28.375,1.41875,10560.44389,211.2088778,299652.59537875,14982.6297689375,2.543503937,0.12717519685,26860.5306106826,1343.02653053413,0.62,0.124,0.25,0.0125,44723.22347,575436.0179,0.384615384615385
KER01,COTTN,4,2015,2,2,300.697,565.88,56.588,159.496074374096,7.9748037187048,113,163.11,6078.845879,303.94229395,0.805,0.04025,3391.113096,67.82226192,2729.84604228,54.5969208456,3.574901575,0.17874507875,12122.8955478935,606.144777394675,1.55,0.31,0.7,0.035,44723.22347,575436.0179,0.384615384615385
KER01,CUCUR,5,2015,2,2,300.697,623.632,62.3632,159.496005227992,7.9748002613996,113,163.11,315.37,15.7685,39.18,1.959,236.3447034,4.726894068,9259.985479212,462.9992739606,2.298233954,0.1149116977,543.175422201939,27.1587711100969,0.62,0.124,0.3,0.015,44723.22347,575436.0179,0.384615384615385
KER01,DRYBN,6,2015,2,2,300.697,459.08,45.908,159.495936082334,7.9747968041167,113,163.11,994.35,49.7175,1.49,0.0745,487.5208071,9.750416142,726.406002579,36.32030012895,1.836382921,0.09181914605,895.274883790576,44.7637441895288,0.8,0.16,0.3,0.015,44723.22347,575436.0179,0.384615384615385
KER01,FRTOM,7,2015,2,2,300.697,377.296,37.7296,159.495866937122,7.9747933468561,113,163.11,686.288,34.3144,12.86,0.643,0,0,0,0,0,0,0,0,0.7,0.14,0.3,0.015,44723.22347,575436.0179,0.384615384615385
KER01,GRAIN,8,2015,2,2,300.697,200,20,159.495797792355,7.97478988961775,113,163.11,397.763921,19.88819605,2.34,0.117,26092.95548,521.8591096,61057.5158232,3052.87579116,1.714041995,0.08570209975,44724.4214663854,2236.22107331927,0.42,0.084,0.15,0.0075,44723.22347,575436.0179,0.384615384615385
KER01,ONGAR,9,2015,2,2,300.697,643.018,64.3018,159.495728648035,7.97478643240175,113,163.11,302.03,15.1015,22.81,1.1405,433.2118129,8.664236258,9881.561452249,197.63122904498,3.712171916,0.7424343832,1608.15672552683,80.4078362763415,0.5,,0.2,0.01,44723.22347,575436.0179,0.384615384615385
KER01,OTHDEC,10,2015,2,2,300.697,698.7795,69.87795,159.49565950416,7.974782975208,113,163.11,1100,55,7.51,0.3755,827.9632071,16.559264142,6218.003685321,124.36007370642,4.45,0.89,3684.436271595,184.22181357975,0.73,,0.4,0.02,44723.22347,575436.0179,0.384615384615385
KER01,OTHFLD,11,2015,2,2,300.697,159,7.95,159.495590360732,7.9747795180366,113,163.11,55.56103686,1.1112207372,17.1,0.855,5744.253646,114.88507292,98226.7373466,1964.534746932,3.167585302,0.1583792651,18195.4134200295,909.770671001475,0.7,,0.3,0.015,44723.22347,575436.0179,0.384615384615385
KER01,OTHTRK,12,2015,2,2,300.697,289.8,28.98,159.495521217749,7.97477606088745,113,163.11,450,22.5,19.56,0.978,2205.211244,44.10422488,43133.93193264,2156.696596632,2.467552493,0.12337762465,5441.47450272383,272.073725136191,0.4,,0.2,0.01,44723.22347,575436.0179,0.384615384615385
KER01,PASTR,13,2015,2,2,300.697,10,1,159.495452075213,7.97477260376065,113,163.11,683.619212304,34.1809606152,1.5,0.075,866.8517608,17.337035216,1300.2776412,26.005552824,5.924770341,0.29623851705,5135.89760243147,256.794880121573,1.5,0.3,0.55,0.0275,44723.22347,575436.0179,0.384615384615385
KER01,PRTOM,14,2015,2,2,300.697,561.5253333,56.15253333,159.495382933122,7.9747691466561,113,163.11,79.96,3.998,45.72,2.286,1225.424807,24.50849614,56026.42217604,2801.321108802,2.152935431,0.10764677155,2638.26048501664,131.913024250832,0.7,0.14,0.33,0.0165,44723.22347,575436.0179,0.384615384615385
KER01,SAFLR,15,2015,2,2,300.697,100,10,159.495313791478,7.9747656895739,113,163.11,545.271709,27.26358545,1.26,0.063,0,0,0,0,0,0,0,0,1.1,0.22,0.3,0.015,44723.22347,575436.0179,0.384615384615385
KER01,SUBTRP,17,2015,2,2,300.697,1131.6,113.16,159.495175509526,7.9747587754763,113,163.11,775.35,38.7675,12.61,0.6305,300.1375876,3.001375876,3784.734979636,189.2367489818,3.617060367,0.3617060367,1085.61577275495,54.2807886377475,0.8,0.16,0.4,0.02,44723.22347,575436.0179,0.384615384615385
KER01,VINE,18,2015,2,2,300.697,957.453,47.87265,159.495106369219,7.97475531846095,113,163.11,2048,102.4,11.57,0.5785,5741.863671,114.83727342,66433.36267347,1328.6672534694,4.058267717,0.8116535434,23302.0199714344,1165.10099857172,0.75,0.15,0.39,0.0195,44723.22347,575436.0179,0.384615384615385
