,Year,Semi,Model
1015,2072,70.2068798925705,CANESM2 4.5
1016,2073,36.0676715965871,CANESM2 4.5
1017,2074,89.6591013482109,CANESM2 4.5
1018,2075,105.513543229811,CANESM2 4.5
1019,2076,86.4153211223972,CANESM2 4.5
1020,2077,164.554172423614,CANESM2 4.5
1021,2078,40.8873196337513,CANESM2 4.5
1022,2079,113.992969513489,CANESM2 4.5
1023,2080,199.414152501139,CANESM2 4.5
1024,2081,181.220814990281,CANESM2 4.5
1025,2082,102.100618278941,CANESM2 4.5
1026,2083,119.603843441719,CANESM2 4.5
1027,2084,279.216912306192,CANESM2 4.5
1028,2085,171.472360877442,CANESM2 4.5
1029,2086,202.495270390521,CANESM2 4.5
1030,2087,98.6884155519468,CANESM2 4.5
1031,2088,296.457265024294,CANESM2 4.5
1032,2089,201.382065794239,CANESM2 4.5
1033,2090,155.237625454067,CANESM2 4.5
1034,2091,10.0808924982314,CANESM2 4.5
1035,2092,26.0642754498812,CANESM2 4.5
1036,2093,117.978078531844,CANESM2 4.5
1037,2094,115.592600530208,CANESM2 4.5
1038,2095,138.946973984382,CANESM2 4.5
1039,2096,34.7435555597684,CANESM2 4.5
1040,2097,90.211401628771,CANESM2 4.5
1041,2098,170.329823437317,CANESM2 4.5
1042,2099,204.927503365229,CANESM2 4.5
1108,2016,292.14413586889,CANESM2 8.5
1109,2017,255.95883975908,CANESM2 8.5
1110,2018,160.627462791371,CANESM2 8.5
1111,2019,55.973798785593,CANESM2 8.5
1112,2020,38.8661864438356,CANESM2 8.5
1113,2021,23.5849530893991,CANESM2 8.5
1114,2022,104.310024260847,CANESM2 8.5
1115,2023,28.2407723504626,CANESM2 8.5
1116,2024,53.5061231133131,CANESM2 8.5
1117,2025,91.2790112318101,CANESM2 8.5
1118,2026,110.548926704687,CANESM2 8.5
1119,2027,318.410806160965,CANESM2 8.5
1120,2028,180.785924321102,CANESM2 8.5
1121,2029,26.859431832318,CANESM2 8.5
1122,2030,50.1613890528792,CANESM2 8.5
1123,2031,252.795386757643,CANESM2 8.5
1124,2032,257.34241704738,CANESM2 8.5
1125,2033,154.858341549629,CANESM2 8.5
1126,2034,29.3348791990718,CANESM2 8.5
1127,2035,11.4697214311459,CANESM2 8.5
1128,2036,22.4814142142688,CANESM2 8.5
1129,2037,21.7516197923687,CANESM2 8.5
1130,2038,105.368091055813,CANESM2 8.5
1131,2039,137.386064416337,CANESM2 8.5
1132,2040,46.6652955720507,CANESM2 8.5
1133,2041,106.194615307323,CANESM2 8.5
1134,2042,231.317389703088,CANESM2 8.5
1135,2043,84.4367596803323,CANESM2 8.5
1136,2044,161.163053681726,CANESM2 8.5
1137,2045,299.442429503098,CANESM2 8.5
1138,2046,146.534088546316,CANESM2 8.5
1139,2047,97.0483518795614,CANESM2 8.5
1140,2048,176.771984247305,CANESM2 8.5
1141,2049,172.525065757245,CANESM2 8.5
1142,2050,165.835168185078,CANESM2 8.5
1143,2051,119.371110076386,CANESM2 8.5
1144,2052,106.171797233708,CANESM2 8.5
1145,2053,77.8813627645316,CANESM2 8.5
1146,2054,77.3520116127441,CANESM2 8.5
1147,2055,197.816955684773,CANESM2 8.5
1148,2056,37.6818584965382,CANESM2 8.5
1149,2057,51.8569038498346,CANESM2 8.5
1150,2058,258.675140268072,CANESM2 8.5
1151,2059,200.744470460224,CANESM2 8.5
1152,2060,192.364734802579,CANESM2 8.5
1153,2061,215.28598662547,CANESM2 8.5
1154,2062,291.5943587062,CANESM2 8.5
1155,2063,294.373231907177,CANESM2 8.5
1156,2064,196.989669145943,CANESM2 8.5
1157,2065,135.378101747637,CANESM2 8.5
1158,2066,41.9250105888563,CANESM2 8.5
1159,2067,29.0967380826162,CANESM2 8.5
1160,2068,274.162686601189,CANESM2 8.5
1161,2069,168.05086933851,CANESM2 8.5
1162,2070,61.5896305055837,CANESM2 8.5
1163,2071,174.751986032758,CANESM2 8.5
1164,2072,181.061052766884,CANESM2 8.5
1165,2073,126.974274993958,CANESM2 8.5
1166,2074,150.759080589854,CANESM2 8.5
1167,2075,86.3211350518989,CANESM2 8.5
1168,2076,75.4305491446193,CANESM2 8.5
1169,2077,25.333461646997,CANESM2 8.5
1170,2078,78.4720351742014,CANESM2 8.5
1171,2079,304.914218409915,CANESM2 8.5
1172,2080,217.679196471384,CANESM2 8.5
1173,2081,39.8667184532499,CANESM2 8.5
1174,2082,159.12074139881,CANESM2 8.5
1175,2083,204.796789932492,CANESM2 8.5
1176,2084,230.095338991855,CANESM2 8.5
1177,2085,209.765488127401,CANESM2 8.5
1178,2086,168.212919747511,CANESM2 8.5
1179,2087,56.9322716462719,CANESM2 8.5
1180,2088,53.6385390875452,CANESM2 8.5
1181,2089,148.299612597038,CANESM2 8.5
1182,2090,212.467439233031,CANESM2 8.5
1183,2091,153.08885640519,CANESM2 8.5
1184,2092,41.1947189782989,CANESM2 8.5
1185,2093,191.591064889751,CANESM2 8.5
1186,2094,118.448807464149,CANESM2 8.5
1187,2095,160.288570200152,CANESM2 8.5
1188,2096,6.34357822128172,CANESM2 8.5
1189,2097,95.6328047782362,CANESM2 8.5
1190,2098,165.819126776293,CANESM2 8.5
1191,2099,139.742620428037,CANESM2 8.5
1257,2016,87.3718952459723,CNRM-CM5 4.5
1258,2017,52.4277001876298,CNRM-CM5 4.5
1259,2018,238.295536491751,CNRM-CM5 4.5
1260,2019,174.373087346747,CNRM-CM5 4.5
1261,2020,232.383494444631,CNRM-CM5 4.5
1262,2021,284.62197735158,CNRM-CM5 4.5
1263,2022,108.777377099056,CNRM-CM5 4.5
1264,2023,75.9652678576037,CNRM-CM5 4.5
1265,2024,259.63130815038,CNRM-CM5 4.5
1266,2025,187.137636520538,CNRM-CM5 4.5
1267,2026,164.890088211909,CNRM-CM5 4.5
1268,2027,192.613662564816,CNRM-CM5 4.5
1269,2028,146.653887641284,CNRM-CM5 4.5
1270,2029,50.535999486388,CNRM-CM5 4.5
1271,2030,221.11513281156,CNRM-CM5 4.5
1272,2031,170.635886369845,CNRM-CM5 4.5
1273,2032,214.028879715916,CNRM-CM5 4.5
1274,2033,172.071001532427,CNRM-CM5 4.5
1275,2034,72.137470655794,CNRM-CM5 4.5
1276,2035,172.213167607818,CNRM-CM5 4.5
1277,2036,265.848494811381,CNRM-CM5 4.5
1278,2037,283.975533997612,CNRM-CM5 4.5
1279,2038,140.874991857183,CNRM-CM5 4.5
1280,2039,208.766523340805,CNRM-CM5 4.5
1281,2040,125.024859154971,CNRM-CM5 4.5
1282,2041,52.5138045053042,CNRM-CM5 4.5
1283,2042,34.00688969954,CNRM-CM5 4.5
1284,2043,145.265673515311,CNRM-CM5 4.5
1285,2044,205.487702634109,CNRM-CM5 4.5
1286,2045,237.407815229554,CNRM-CM5 4.5
1287,2046,215.273186573884,CNRM-CM5 4.5
1288,2047,223.895855498296,CNRM-CM5 4.5
1289,2048,134.891140313982,CNRM-CM5 4.5
1290,2049,138.784051839105,CNRM-CM5 4.5
1291,2050,144.486288644001,CNRM-CM5 4.5
1292,2051,174.422544277064,CNRM-CM5 4.5
1293,2052,90.4508036189839,CNRM-CM5 4.5
1294,2053,32.9891851202838,CNRM-CM5 4.5
1295,2054,87.6167958411743,CNRM-CM5 4.5
1296,2055,147.726577468429,CNRM-CM5 4.5
1297,2056,239.115157962194,CNRM-CM5 4.5
1298,2057,197.828166761788,CNRM-CM5 4.5
1299,2058,73.657924863651,CNRM-CM5 4.5
1300,2059,218.736075209283,CNRM-CM5 4.5
1301,2060,277.662435207928,CNRM-CM5 4.5
1302,2061,100.90717613142,CNRM-CM5 4.5
1303,2062,48.3729263776288,CNRM-CM5 4.5
1304,2063,133.129837273838,CNRM-CM5 4.5
1305,2064,136.833152109898,CNRM-CM5 4.5
1306,2065,71.6206972413299,CNRM-CM5 4.5
1307,2066,35.9888379683135,CNRM-CM5 4.5
1308,2067,105.365101997706,CNRM-CM5 4.5
1309,2068,52.6848603420671,CNRM-CM5 4.5
1310,2069,71.8260175561782,CNRM-CM5 4.5
1311,2070,220.976600150091,CNRM-CM5 4.5
1312,2071,218.243194913793,CNRM-CM5 4.5
1313,2072,124.822942350813,CNRM-CM5 4.5
1314,2073,131.874913169535,CNRM-CM5 4.5
1315,2074,178.535919219217,CNRM-CM5 4.5
1316,2075,178.9104467321,CNRM-CM5 4.5
1317,2076,166.731876199602,CNRM-CM5 4.5
1318,2077,230.610447219233,CNRM-CM5 4.5
1319,2078,176.853843498562,CNRM-CM5 4.5
1320,2079,201.127212075717,CNRM-CM5 4.5
1321,2080,149.909998073724,CNRM-CM5 4.5
1322,2081,182.184031218726,CNRM-CM5 4.5
1323,2082,143.674015366685,CNRM-CM5 4.5
1324,2083,165.381708366211,CNRM-CM5 4.5
1325,2084,248.288717978423,CNRM-CM5 4.5
1326,2085,183.746262721147,CNRM-CM5 4.5
1327,2086,89.0326494734287,CNRM-CM5 4.5
1328,2087,100.595649911551,CNRM-CM5 4.5
1329,2088,219.943217626939,CNRM-CM5 4.5
1330,2089,180.689483979493,CNRM-CM5 4.5
1331,2090,88.0744527734116,CNRM-CM5 4.5
1332,2091,162.227044981619,CNRM-CM5 4.5
1333,2092,120.423765521714,CNRM-CM5 4.5
1334,2093,95.953694578529,CNRM-CM5 4.5
1335,2094,44.5017017893316,CNRM-CM5 4.5
1336,2095,193.883929576883,CNRM-CM5 4.5
1337,2096,149.608524695177,CNRM-CM5 4.5
1338,2097,193.194636589816,CNRM-CM5 4.5
1339,2098,193.112596712245,CNRM-CM5 4.5
1340,2099,231.431544647554,CNRM-CM5 4.5
1406,2016,235.414306189563,CNRM-CM5 8.5
1407,2017,209.748894023383,CNRM-CM5 8.5
1408,2018,136.565410012256,CNRM-CM5 8.5
1409,2019,215.165897826358,CNRM-CM5 8.5
1410,2020,260.901563603715,CNRM-CM5 8.5
1411,2021,112.124247034886,CNRM-CM5 8.5
1412,2022,165.127279356075,CNRM-CM5 8.5
1413,2023,154.414427391735,CNRM-CM5 8.5
1414,2024,211.255436843679,CNRM-CM5 8.5
1415,2025,141.442495224492,CNRM-CM5 8.5
1416,2026,158.880642400035,CNRM-CM5 8.5
1417,2027,308.441535934375,CNRM-CM5 8.5
1418,2028,141.958917366414,CNRM-CM5 8.5
1419,2029,149.482697339279,CNRM-CM5 8.5
1420,2030,154.707337026498,CNRM-CM5 8.5
1421,2031,241.869717917267,CNRM-CM5 8.5
1422,2032,249.906438803721,CNRM-CM5 8.5
1423,2033,142.510945630573,CNRM-CM5 8.5
1424,2034,132.528995475519,CNRM-CM5 8.5
1425,2035,179.626865664237,CNRM-CM5 8.5
1426,2036,136.758841438218,CNRM-CM5 8.5
1427,2037,131.078807781044,CNRM-CM5 8.5
1428,2038,147.85321370108,CNRM-CM5 8.5
1429,2039,216.923039553274,CNRM-CM5 8.5
1430,2040,46.9873112581952,CNRM-CM5 8.5
1431,2041,122.771512463985,CNRM-CM5 8.5
1432,2042,191.141604038777,CNRM-CM5 8.5
1433,2043,185.023553673746,CNRM-CM5 8.5
1434,2044,197.209920894891,CNRM-CM5 8.5
1435,2045,64.5945003828958,CNRM-CM5 8.5
1436,2046,139.626087476975,CNRM-CM5 8.5
1437,2047,167.899561062699,CNRM-CM5 8.5
1438,2048,85.5083084713793,CNRM-CM5 8.5
1439,2049,194.848943496502,CNRM-CM5 8.5
1440,2050,162.429003434472,CNRM-CM5 8.5
1441,2051,260.932024422789,CNRM-CM5 8.5
1442,2052,116.308131366174,CNRM-CM5 8.5
1443,2053,70.1487776861106,CNRM-CM5 8.5
1444,2054,42.6983068017072,CNRM-CM5 8.5
1445,2055,135.084903129063,CNRM-CM5 8.5
1446,2056,223.262322820597,CNRM-CM5 8.5
1447,2057,161.980179221573,CNRM-CM5 8.5
1448,2058,134.959416525044,CNRM-CM5 8.5
1449,2059,220.614002795212,CNRM-CM5 8.5
1450,2060,197.392852416856,CNRM-CM5 8.5
1451,2061,143.479888830645,CNRM-CM5 8.5
1452,2062,63.3808252342861,CNRM-CM5 8.5
1453,2063,114.929787151006,CNRM-CM5 8.5
1454,2064,32.1349301817192,CNRM-CM5 8.5
1455,2065,170.131116142718,CNRM-CM5 8.5
1456,2066,116.248455827273,CNRM-CM5 8.5
1457,2067,108.47925333407,CNRM-CM5 8.5
1458,2068,31.0863537688035,CNRM-CM5 8.5
1459,2069,213.351094114902,CNRM-CM5 8.5
1460,2070,193.508096330272,CNRM-CM5 8.5
1461,2071,31.9031009465126,CNRM-CM5 8.5
1462,2072,193.321673239339,CNRM-CM5 8.5
1463,2073,157.678755962448,CNRM-CM5 8.5
1464,2074,240.048277710696,CNRM-CM5 8.5
1465,2075,200.330465587606,CNRM-CM5 8.5
1466,2076,99.5558534900298,CNRM-CM5 8.5
1467,2077,86.5502430793998,CNRM-CM5 8.5
1468,2078,66.3426920477255,CNRM-CM5 8.5
1469,2079,134.600666307216,CNRM-CM5 8.5
1470,2080,241.591804461844,CNRM-CM5 8.5
1471,2081,119.663243509809,CNRM-CM5 8.5
1472,2082,96.1221332535142,CNRM-CM5 8.5
1473,2083,26.2586337243627,CNRM-CM5 8.5
1474,2084,62.4370718936071,CNRM-CM5 8.5
1475,2085,40.3773234315659,CNRM-CM5 8.5
1476,2086,187.510930354809,CNRM-CM5 8.5
1477,2087,191.739736788628,CNRM-CM5 8.5
1478,2088,109.79155196579,CNRM-CM5 8.5
1479,2089,96.3875468331071,CNRM-CM5 8.5
1480,2090,153.221618022289,CNRM-CM5 8.5
1481,2091,186.351400553964,CNRM-CM5 8.5
1482,2092,164.097332465421,CNRM-CM5 8.5
1483,2093,106.343028367818,CNRM-CM5 8.5
1484,2094,152.212476254505,CNRM-CM5 8.5
1485,2095,186.657460658287,CNRM-CM5 8.5
1486,2096,40.8536052095935,CNRM-CM5 8.5
1487,2097,123.220297265339,CNRM-CM5 8.5
1488,2098,133.829239935305,CNRM-CM5 8.5
1489,2099,166.851291556965,CNRM-CM5 8.5
1555,2016,64.6588415925246,CCSM4 4.5
1556,2017,86.6368327109295,CCSM4 4.5
1557,2018,125.003609559233,CCSM4 4.5
1558,2019,24.1960039208976,CCSM4 4.5
1559,2020,70.1565381890462,CCSM4 4.5
1560,2021,197.242067530278,CCSM4 4.5
1561,2022,151.271873520298,CCSM4 4.5
1562,2023,244.626611849351,CCSM4 4.5
1563,2024,136.840336264365,CCSM4 4.5
1564,2025,84.9657572265421,CCSM4 4.5
1565,2026,109.281704260165,CCSM4 4.5
1566,2027,267.581101623349,CCSM4 4.5
1567,2028,183.25694641348,CCSM4 4.5
1568,2029,25.3246940810354,CCSM4 4.5
1569,2030,88.1597732929221,CCSM4 4.5
1570,2031,234.354676933418,CCSM4 4.5
1571,2032,249.095986648705,CCSM4 4.5
1572,2033,85.1619117551905,CCSM4 4.5
1573,2034,24.503104822253,CCSM4 4.5
1574,2035,23.9258471682685,CCSM4 4.5
1575,2036,109.950378411335,CCSM4 4.5
1576,2037,55.8081774259975,CCSM4 4.5
1577,2038,25.0918226352978,CCSM4 4.5
1578,2039,110.123786990161,CCSM4 4.5
1579,2040,267.035999107076,CCSM4 4.5
1580,2041,176.585482520339,CCSM4 4.5
1581,2042,86.1096954802879,CCSM4 4.5
1582,2043,133.141861512507,CCSM4 4.5
1583,2044,180.199139643052,CCSM4 4.5
1584,2045,44.5928722173611,CCSM4 4.5
1585,2046,32.7577361631885,CCSM4 4.5
1586,2047,80.7787487853436,CCSM4 4.5
1587,2048,176.273912501,CCSM4 4.5
1588,2049,168.509119194033,CCSM4 4.5
1589,2050,108.229396012597,CCSM4 4.5
1590,2051,169.704687875523,CCSM4 4.5
1591,2052,183.143767291337,CCSM4 4.5
1592,2053,245.141115516232,CCSM4 4.5
1593,2054,211.015848929958,CCSM4 4.5
1594,2055,91.7849617034531,CCSM4 4.5
1595,2056,28.1193407379864,CCSM4 4.5
1596,2057,48.8286407489535,CCSM4 4.5
1597,2058,22.0302998042475,CCSM4 4.5
1598,2059,55.3391787227505,CCSM4 4.5
1599,2060,24.0950304831925,CCSM4 4.5
1600,2061,201.474281034635,CCSM4 4.5
1601,2062,261.580162966981,CCSM4 4.5
1602,2063,228.860300672452,CCSM4 4.5
1603,2064,285.036287652567,CCSM4 4.5
1604,2065,135.841754468582,CCSM4 4.5
1605,2066,109.502157806705,CCSM4 4.5
1606,2067,263.902005967745,CCSM4 4.5
1607,2068,165.421369720452,CCSM4 4.5
1608,2069,19.6808467006342,CCSM4 4.5
1609,2070,103.871512274891,CCSM4 4.5
1610,2071,151.776374257096,CCSM4 4.5
1611,2072,216.234646427234,CCSM4 4.5
1612,2073,45.0665766061549,CCSM4 4.5
1613,2074,98.7813811859348,CCSM4 4.5
1614,2075,188.598674476293,CCSM4 4.5
1615,2076,184.450559377861,CCSM4 4.5
1616,2077,157.888371228424,CCSM4 4.5
1617,2078,132.254792303799,CCSM4 4.5
1618,2079,168.95270060287,CCSM4 4.5
1619,2080,105.22311960173,CCSM4 4.5
1620,2081,61.466121113016,CCSM4 4.5
1621,2082,85.4216975434984,CCSM4 4.5
1622,2083,63.422817620879,CCSM4 4.5
1623,2084,13.8678901153874,CCSM4 4.5
1624,2085,32.3059482145514,CCSM4 4.5
1625,2086,85.2049087932925,CCSM4 4.5
1626,2087,93.1364617069999,CCSM4 4.5
1627,2088,91.1142223472566,CCSM4 4.5
1628,2089,175.323327120347,CCSM4 4.5
1629,2090,195.352498394318,CCSM4 4.5
1630,2091,151.276242641806,CCSM4 4.5
1631,2092,39.7472886302147,CCSM4 4.5
1632,2093,26.9566419171068,CCSM4 4.5
1633,2094,139.220254370998,CCSM4 4.5
1634,2095,297.607641896963,CCSM4 4.5
1635,2096,145.379264787521,CCSM4 4.5
1636,2097,153.075418507794,CCSM4 4.5
1637,2098,207.514752474092,CCSM4 4.5
1638,2099,178.789561861278,CCSM4 4.5
1704,2016,93.2089248544338,CCSM4 8.5
1705,2017,229.616400575115,CCSM4 8.5
1706,2018,149.631888229985,CCSM4 8.5
1707,2019,199.903339735742,CCSM4 8.5
1708,2020,190.789106093543,CCSM4 8.5
1709,2021,89.7485496007928,CCSM4 8.5
1710,2022,14.157435989733,CCSM4 8.5
1711,2023,142.781277085043,CCSM4 8.5
1712,2024,125.806364399165,CCSM4 8.5
1713,2025,121.080276278153,CCSM4 8.5
1714,2026,321.929885260715,CCSM4 8.5
1715,2027,212.106547999897,CCSM4 8.5
1716,2028,192.874229652193,CCSM4 8.5
1717,2029,154.089557716639,CCSM4 8.5
1718,2030,253.374452790397,CCSM4 8.5
1719,2031,76.1984800702474,CCSM4 8.5
1720,2032,223.253538702642,CCSM4 8.5
1721,2033,215.07700197777,CCSM4 8.5
1722,2034,220.116642791317,CCSM4 8.5
1723,2035,81.8086645779569,CCSM4 8.5
1724,2036,123.461365287265,CCSM4 8.5
1725,2037,85.0635880349816,CCSM4 8.5
1726,2038,26.7801643928379,CCSM4 8.5
1727,2039,148.232916674383,CCSM4 8.5
1728,2040,59.795057676576,CCSM4 8.5
1729,2041,122.030708353585,CCSM4 8.5
1730,2042,147.309355238086,CCSM4 8.5
1731,2043,98.6431456582943,CCSM4 8.5
1732,2044,222.82074705503,CCSM4 8.5
1733,2045,275.808584669263,CCSM4 8.5
1734,2046,160.334469288764,CCSM4 8.5
1735,2047,70.7778584939263,CCSM4 8.5
1736,2048,236.636470466416,CCSM4 8.5
1737,2049,182.278364283253,CCSM4 8.5
1738,2050,164.412252403089,CCSM4 8.5
1739,2051,80.2845315250686,CCSM4 8.5
1740,2052,72.5132630988798,CCSM4 8.5
1741,2053,69.2119035309502,CCSM4 8.5
1742,2054,89.7844485343903,CCSM4 8.5
1743,2055,141.13865354698,CCSM4 8.5
1744,2056,35.0856310887681,CCSM4 8.5
1745,2057,40.5124104063289,CCSM4 8.5
1746,2058,82.978941231501,CCSM4 8.5
1747,2059,40.1153580603986,CCSM4 8.5
1748,2060,3.38483849015995,CCSM4 8.5
1749,2061,50.5300715235714,CCSM4 8.5
1750,2062,91.2562985374794,CCSM4 8.5
1751,2063,259.574941898839,CCSM4 8.5
1752,2064,70.5516526139617,CCSM4 8.5
1753,2065,23.0632814468606,CCSM4 8.5
1754,2066,32.371685199389,CCSM4 8.5
1755,2067,111.525551405671,CCSM4 8.5
1756,2068,221.225823954146,CCSM4 8.5
1757,2069,179.724180617551,CCSM4 8.5
1758,2070,178.639642626657,CCSM4 8.5
1759,2071,160.60568883012,CCSM4 8.5
1760,2072,173.875958614511,CCSM4 8.5
1761,2073,158.578904650607,CCSM4 8.5
1762,2074,176.176094202853,CCSM4 8.5
1763,2075,95.504437085965,CCSM4 8.5
1764,2076,18.0573306155502,CCSM4 8.5
1765,2077,16.8727459307277,CCSM4 8.5
1766,2078,50.4063772230036,CCSM4 8.5
1767,2079,267.433514716558,CCSM4 8.5
1768,2080,155.328862553373,CCSM4 8.5
1769,2081,60.7323161020329,CCSM4 8.5
1770,2082,51.7625347095319,CCSM4 8.5
1771,2083,71.2582707314989,CCSM4 8.5
1772,2084,27.8823740096116,CCSM4 8.5
1773,2085,49.6822189406178,CCSM4 8.5
1774,2086,75.7135614605846,CCSM4 8.5
1775,2087,191.150844537513,CCSM4 8.5
1776,2088,145.493082310301,CCSM4 8.5
1777,2089,115.395552455258,CCSM4 8.5
1778,2090,253.666833483676,CCSM4 8.5
1779,2091,125.062840344743,CCSM4 8.5
1780,2092,45.9405384248586,CCSM4 8.5
1781,2093,26.089006912859,CCSM4 8.5
1782,2094,46.6948798278829,CCSM4 8.5
1783,2095,153.462528661105,CCSM4 8.5
1784,2096,164.539153288305,CCSM4 8.5
1785,2097,27.123583043151,CCSM4 8.5
1786,2098,52.1723811276267,CCSM4 8.5
1787,2099,187.818830565609,CCSM4 8.5
1853,2016,108.460329454318,GFDL-CM3 4.5
1854,2017,46.9633967127551,GFDL-CM3 4.5
1855,2018,172.836408353828,GFDL-CM3 4.5
1856,2019,192.856815435735,GFDL-CM3 4.5
1857,2020,79.8322551384237,GFDL-CM3 4.5
1858,2021,50.0719278969045,GFDL-CM3 4.5
1859,2022,109.605461040181,GFDL-CM3 4.5
1860,2023,87.2418862054647,GFDL-CM3 4.5
1861,2024,40.4287357726295,GFDL-CM3 4.5
1862,2025,69.41216396458,GFDL-CM3 4.5
1863,2026,42.7799114669698,GFDL-CM3 4.5
1864,2027,59.6354631846543,GFDL-CM3 4.5
1865,2028,110.208855343922,GFDL-CM3 4.5
1866,2029,193.007526706952,GFDL-CM3 4.5
1867,2030,90.4700533658261,GFDL-CM3 4.5
1868,2031,238.333496234856,GFDL-CM3 4.5
1869,2032,128.079999648049,GFDL-CM3 4.5
1870,2033,196.977662649478,GFDL-CM3 4.5
1871,2034,166.385604524777,GFDL-CM3 4.5
1872,2035,57.1267860910006,GFDL-CM3 4.5
1873,2036,152.494851489918,GFDL-CM3 4.5
1874,2037,221.671710782066,GFDL-CM3 4.5
1875,2038,136.216067189934,GFDL-CM3 4.5
1876,2039,151.079563010271,GFDL-CM3 4.5
1877,2040,28.7195890165727,GFDL-CM3 4.5
1878,2041,128.654189511073,GFDL-CM3 4.5
1879,2042,207.319879673698,GFDL-CM3 4.5
1880,2043,173.099461631478,GFDL-CM3 4.5
1881,2044,194.897234743717,GFDL-CM3 4.5
1882,2045,153.080236002647,GFDL-CM3 4.5
1883,2046,45.3327213399964,GFDL-CM3 4.5
1884,2047,27.1639504850773,GFDL-CM3 4.5
1885,2048,51.854418694154,GFDL-CM3 4.5
1886,2049,35.2330545216028,GFDL-CM3 4.5
1887,2050,178.770242446916,GFDL-CM3 4.5
1888,2051,205.569424748912,GFDL-CM3 4.5
1889,2052,141.149675778266,GFDL-CM3 4.5
1890,2053,29.7665829617886,GFDL-CM3 4.5
1891,2054,95.1885178381314,GFDL-CM3 4.5
1892,2055,145.711118954779,GFDL-CM3 4.5
1893,2056,83.9245824886914,GFDL-CM3 4.5
1894,2057,224.903524226493,GFDL-CM3 4.5
1895,2058,93.3226963437182,GFDL-CM3 4.5
1896,2059,179.982377906475,GFDL-CM3 4.5
1897,2060,56.2232983198937,GFDL-CM3 4.5
1898,2061,66.2351707288603,GFDL-CM3 4.5
1899,2062,109.819296942928,GFDL-CM3 4.5
1900,2063,224.24352617744,GFDL-CM3 4.5
1901,2064,172.823270950192,GFDL-CM3 4.5
1902,2065,25.0644765277709,GFDL-CM3 4.5
1903,2066,181.239784006467,GFDL-CM3 4.5
1904,2067,212.648968396341,GFDL-CM3 4.5
1905,2068,207.122710438499,GFDL-CM3 4.5
1906,2069,209.944919188615,GFDL-CM3 4.5
1907,2070,165.99164714014,GFDL-CM3 4.5
1908,2071,69.2574597001849,GFDL-CM3 4.5
1909,2072,16.5090699920246,GFDL-CM3 4.5
1910,2073,182.045562380084,GFDL-CM3 4.5
1911,2074,182.2676942301,GFDL-CM3 4.5
1912,2075,64.9802910134012,GFDL-CM3 4.5
1913,2076,191.59117600899,GFDL-CM3 4.5
1914,2077,193.282495580874,GFDL-CM3 4.5
1915,2078,70.515571618754,GFDL-CM3 4.5
1916,2079,84.32137487276,GFDL-CM3 4.5
1917,2080,79.4547694625543,GFDL-CM3 4.5
1918,2081,26.6439579779443,GFDL-CM3 4.5
1919,2082,29.1404831415991,GFDL-CM3 4.5
1920,2083,185.716470012988,GFDL-CM3 4.5
1921,2084,44.8114030894991,GFDL-CM3 4.5
1922,2085,75.8573826633778,GFDL-CM3 4.5
1923,2086,60.9416759503608,GFDL-CM3 4.5
1924,2087,103.723971943707,GFDL-CM3 4.5
1925,2088,79.1878529491636,GFDL-CM3 4.5
1926,2089,16.705474626707,GFDL-CM3 4.5
1927,2090,95.5698126537201,GFDL-CM3 4.5
1928,2091,181.094108581142,GFDL-CM3 4.5
1929,2092,172.18715500322,GFDL-CM3 4.5
1930,2093,210.316341508608,GFDL-CM3 4.5
1931,2094,147.011935466979,GFDL-CM3 4.5
1932,2095,72.3403384595569,GFDL-CM3 4.5
1933,2096,302.345848045187,GFDL-CM3 4.5
1934,2097,149.091763033831,GFDL-CM3 4.5
1935,2098,74.8551403863993,GFDL-CM3 4.5
1936,2099,135.913883545138,GFDL-CM3 4.5
2002,2016,91.5568278392913,GFDL-CM3 8.5
2003,2017,132.332435626488,GFDL-CM3 8.5
2004,2018,68.6251417584088,GFDL-CM3 8.5
2005,2019,12.2035884180164,GFDL-CM3 8.5
2006,2020,124.064792920066,GFDL-CM3 8.5
2007,2021,38.8797756588862,GFDL-CM3 8.5
2008,2022,30.6628185894334,GFDL-CM3 8.5
2009,2023,99.7257157996029,GFDL-CM3 8.5
2010,2024,84.3297103084543,GFDL-CM3 8.5
2011,2025,21.86364734981,GFDL-CM3 8.5
2012,2026,165.496837188648,GFDL-CM3 8.5
2013,2027,194.750984964715,GFDL-CM3 8.5
2014,2028,36.8997507522555,GFDL-CM3 8.5
2015,2029,139.817122393473,GFDL-CM3 8.5
2016,2030,282.283440658543,GFDL-CM3 8.5
2017,2031,150.834103059545,GFDL-CM3 8.5
2018,2032,153.882978905366,GFDL-CM3 8.5
2019,2033,82.6581585643994,GFDL-CM3 8.5
2020,2034,15.2121609874923,GFDL-CM3 8.5
2021,2035,73.0886364671179,GFDL-CM3 8.5
2022,2036,107.372770328042,GFDL-CM3 8.5
2023,2037,183.892852076094,GFDL-CM3 8.5
2024,2038,44.7308294350467,GFDL-CM3 8.5
2025,2039,114.517716213151,GFDL-CM3 8.5
2026,2040,120.875384455426,GFDL-CM3 8.5
2027,2041,183.28409093292,GFDL-CM3 8.5
2028,2042,54.5767528580006,GFDL-CM3 8.5
2029,2043,50.8864824650798,GFDL-CM3 8.5
2030,2044,206.226906100898,GFDL-CM3 8.5
2031,2045,189.299945673711,GFDL-CM3 8.5
2032,2046,248.657099518678,GFDL-CM3 8.5
